Result,1,2,3,4,5
12005,0.356735825224563,0.484293485987243,0.0,0.0,0.347563948569384
00345,0.0,0.0,0.938452786348568,0.623468234792386,0.283434564958465
00305,0.0,0.0,0.623648347564387,0.0,0.034857437568377
12345,0.349659349865494,0.739458374598562,0.643857364587346,0.023857237456923,0.634875649853478
12305,0.459639485738456,0.945634857465824,0.384593476592364,0.0,0.745973465083456
10345,0.546739487537456,0.0,0.784539486539749,0.023849328467234,0.384574385845798
02045,0.0,0.457603485720837,0.0,0.283439485628374,0.835734569348569
10340,0.456348657934867,0.0,0.839845639456920,0.723429384628349,0.0
12005,0.234395023752035,0.346384753694583,0.0,0.0,0.293483584385033
00345,0.0,0.0,0.387465010272340,0.234834756928346,0.293824730594750
02305,0.0,0.293401824784501,0.192372034932730,0.0,0.324023843580234
12340,0.143572943811984,0.928469238460435,0.023495293745692,0.384287508347588,0.0
12000,0.345349563492834,0.934693843729487,0.0,0.0,0.0
10305,0.823756439582038,0.0,0.834539456734563,0.0,0.034857923467828
